iter	RMSE
216	0.0249930703
217	0.02473848728
218	0.0245921776
219	0.02439180795
220	0.02437491061
221	0.02435064255
222	0.0241445502
223	0.02384796368
224	0.02371145754
225	0.02350815785
226	0.02330251638
227	0.02308158009
228	0.02291981988
229	0.02272137781
230	0.02250218625
231	0.02237418972
232	0.0222031985
233	0.02194517732
234	0.02183772115
235	0.02168685779
236	0.02150737386
237	0.02133661989
238	0.02120772184
239	0.02106649896
240	0.02100308381
241	0.02077347278
242	0.02057084289
243	0.02048957878
244	0.02038119861
245	0.02019634164
246	0.02007948056
247	0.01979640565
248	0.01975828879
249	0.01965740275
250	0.01964248041
251	0.01953352216
252	0.01950763309
253	0.01948462475
254	0.01930125122
255	0.01910263402
256	0.01908818587
257	0.01893960001
258	0.01876228644
259	0.01861893559
260	0.01851151152
261	0.01847852711
262	0.01828525565
263	0.0182123621
264	0.01804714817
265	0.01787806752
266	0.01786265047
267	0.01765390428
268	0.01743385195
269	0.01724395763
270	0.01723428434
271	0.0171242887
272	0.01710716957
273	0.01698908817
274	0.01682169636
275	0.01673671959
276	0.01672647177
277	0.0166187241
278	0.01645114027
279	0.01635802132
280	0.01620003157
281	0.01617374854
282	0.01602604967
283	0.01590465941
284	0.01581955608
285	0.01567873176
286	0.01557817264
287	0.01554340984
288	0.01553188602
289	0.01538714721
290	0.01525910571
291	0.01517152553
292	0.01508095277
293	0.01498039429
294	0.01491107587
295	0.01479128612
296	0.01469853695
297	0.01463478336
298	0.01451935842
299	0.01448086294
300	0.01441273818
301	0.01427006928
302	0.01422795626
303	0.01411824388
304	0.01410939293
305	0.01404950972
306	0.01392651948
307	0.01383672596
308	0.01378067332
309	0.01368767812
310	0.01354346907
311	0.01350616484
312	0.01346507862
313	0.01338907878
314	0.01338116277
315	0.013268154
316	0.01316635691
317	0.01309149676
318	0.01300519899
319	0.0128799013
320	0.01283102848
321	0.01276304252
322	0.0126932659
323	0.01257191212
324	0.01246040078
325	0.01236707392
326	0.01231516565
327	0.01227809323
328	0.01219405608
329	0.01218044343
330	0.01209486736
331	0.01208714075
332	0.0119678017
333	0.01187514597
334	0.01170476058
335	0.01161052054
336	0.01157125486
337	0.01151416277
338	0.01138186275
339	0.01127422631
340	0.01126704047
341	0.01117981835
342	0.01113543236
343	0.01098670105
344	0.01089421382
345	0.01082608992
346	0.01079034168
347	0.01073858005
348	0.01065949005
349	0.01057389465
350	0.0105268074
351	0.01051556878
352	0.01050971516
353	0.01044013655
354	0.01037414931
355	0.01028356636
356	0.01021930667
357	0.01017244823
358	0.01010759478
359	0.009968743135
360	0.009913824757
361	0.009879653286
362	0.009793520118
363	0.009787310872
364	0.009782945475
365	0.009731401019
366	0.009698539241
367	0.009619832594
368	0.009539903047
369	0.009465426106
370	0.009400467902
371	0.009343104987
372	0.009243004629
373	0.009189693135
374	0.009136725765
375	0.009130005186
376	0.009080081237
377	0.009040059932
378	0.009034828781
379	0.008935287357
380	0.00885839676
381	0.008790615814
382	0.008761424731
383	0.008740154358
384	0.008694387702
385	0.008662993025
386	0.008606860537
387	0.008534589962
388	0.008525446034
389	0.008489812928
390	0.008462392222
391	0.008393978728
392	0.008389746096
393	0.008367009608
394	0.008339955368
395	0.00828312757
396	0.008261422737
397	0.008208355511
398	0.008127683106
399	0.008080026335
400	0.008025766862
401	0.007944909607
402	0.007920633875
403	0.00785478543
404	0.007851022054
405	0.007770823011
406	0.007764198603
407	0.007709374105
408	0.007626838804
409	0.00757135178
410	0.007534703589
411	0.007466294591
412	0.007447633608
413	0.007384581146
414	0.007356184192
415	0.007292141898
416	0.0072748797
417	0.007266223237
418	0.007222271455
419	0.007207666325
420	0.00717067874
421	0.007154953696
422	0.007152248087
423	0.007103751304
424	0.007096994614
425	0.00704143561
426	0.00697943428
427	0.006914082855
428	0.00689380785
429	0.006836005762
430	0.006802388098
431	0.006763082971
432	0.006698239522
433	0.006686357427
434	0.006650450221
435	0.006617033654
436	0.006585881182
437	0.00658302492
438	0.006555260069
439	0.006515270748
440	0.006511069711
441	0.006462359627
442	0.006445869669
443	0.006408806019
444	0.006399418963
445	0.006357822617
446	0.006334935547
447	0.006331873542
448	0.006274444499
449	0.006219573178
450	0.006175747378
451	0.006129571734
452	0.006080166255
453	0.006034759561
454	0.005983497363
455	0.005958373406
456	0.005952431756
457	0.005924025928
458	0.005920303383
459	0.005918144607
460	0.005905108053
461	0.005878092681
462	0.00585669319
463	0.005791130576
464	0.005757020595
465	0.00573505245
466	0.005704424565
467	0.005689961576
468	0.005642683445
469	0.005613111208
470	0.005554706451
471	0.005527812506
472	0.005485808792
473	0.005450102874
474	0.005418733878
475	0.005402047499
476	0.005350815094
477	0.005335495667
478	0.005307588879
479	0.005283958622
480	0.005230542828
481	0.00519379718
482	0.005141865119
483	0.005109365812
484	0.005088468993
485	0.005067307977
486	0.005030356654
487	0.005016097931
488	0.00498213996
489	0.004945003184
490	0.004918901744
491	0.004882483286
492	0.004840005216
493	0.004821920933
494	0.004819908442
495	0.004789947422
496	0.004760577929
497	0.00471912471
498	0.004715640307
499	0.004700614246
